instruction,model_output,parsed_title,title_in_dataset,satisfied_by_returned,dataset_has_any_matching,hallucinated,constraints,claims,mentioned_ingredients
Recommend a quick recipe that takes less than 50 minutes.,"Lemon Curd - Takes 45 minutes, 265.5 calories, serves 1.",Lemon Curd,True,True,True,False,{'duration_max': 50.0},"{'calories': 265.5, 'duration': 45.0, 'serves': 1}",[]
Find a high-protein recipe with at least 16g protein.,"Baked Fudge - 18.5g protein, 275.4 calories, 16.7g fat, 29.3g carbs.",Baked Fudge,True,False,True,False,{'protein_min': 16.0},"{'calories': 275.4, 'protein': 18.5, 'total_fat': 16.7, 'carbs': 29.3}",[]
Recommend a high-fiber recipe with at least 2g fiber.,"Baked Apples - 2.2g dietary fiber, 128.4 calories, 33.7g total carbs.",Baked Apples,True,True,True,False,{'fiber_min': 2.0},"{'calories': 128.4, 'fiber': 2.2}",[]
Suggest a ingredients recipe around 2207 calories.,"Cranberry Pecan Bread - 2207.2 calories, 31.1g protein, ready in 60 minutes.",Cranberry Pecan Bread,True,False,True,False,"{'calories_min': 2157.0, 'calories_max': 2257.0}","{'calories': 2207.2, 'protein': 31.1, 'duration': 60.0}",[]
Suggest a ingredients recipe under 221 calories.,"Easy Sausage and Cheese Balls - 221.5 calories, 10.3g protein, ready in 35 minutes.",Easy Sausage and Cheese Balls,False,False,True,True,{'calories_max': 221.0},"{'calories': 221.5, 'protein': 10.3, 'duration': 35.0}",[]
Suggest a ingredients recipe under 198 calories.,"Crock Pot Italian Beef Sandwiches - 198.4 calories, 33.0g protein, ready in 4 hours 40 minutes.",Crock Pot Italian Beef Sandwiches,True,False,True,False,{'calories_max': 198.0},"{'calories': 198.4, 'protein': 33.0, 'duration': 40.0}",[]
Recommend a quick recipe that takes less than 40 minutes.,"Bacon Wrapped Stuffed Chicken Breasts - Takes 35 minutes, 344.8 calories, serves 4.",Bacon Wrapped Stuffed Chicken Breasts,True,False,True,False,{'duration_max': 40.0},"{'calories': 344.8, 'duration': 35.0, 'serves': 4}",[]
List a low-sodium recipe under 435mg sodium.,"Easy Chicken Pot Pie - 410.9mg sodium, 524.8 calories, 90 minutes prep time.",Easy Chicken Pot Pie,True,False,True,False,"{'calories_max': 435.0, 'sodium_max': 435.0}","{'calories': 524.8, 'sodium': 410.9, 'duration': 90.0}",[]
Recommend a quick recipe that takes less than 520 minutes.,"Cranberry Orange Muffins - Takes 500 minutes, 176.7 calories, serves 1.",Cranberry Orange Muffins,True,True,True,False,{'duration_max': 520.0},"{'calories': 176.7, 'duration': 500.0, 'serves': 1}",[]
Suggest a balanced meal with moderate calories and good protein.,"Turkey Sausage & Broccoli Rabe - 204.4 calories, 15.7g protein, 6.8g fat, 18.5g carbs.",Turkey Sausage & Broccoli Rabe,False,False,True,True,{'balanced': True},"{'calories': 204.4, 'protein': 15.7, 'total_fat': 6.8, 'carbs': 18.5}",[]
List a low-sodium recipe under 639mg sodium.,"Peanut Butter Pie - 620.7mg sodium, 334.7 calories, 30 minutes prep time.",Peanut Butter Pie,True,True,True,False,"{'calories_max': 639.0, 'sodium_max': 639.0}","{'calories': 334.7, 'sodium': 620.7, 'duration': 30.0}",[]
Suggest a ingredients recipe around 416 calories.,"Chicken and Apple Stew - 416.1 calories, 31.1g protein, ready in 50 minutes.",Chicken and Apple Stew,True,False,True,False,"{'calories_min': 366.0, 'calories_max': 466.0}","{'calories': 416.1, 'protein': 31.1, 'duration': 50.0}",[]
List a low-sodium recipe under 728mg sodium.,"Cheesy Scalloped Potatoes - 716.7mg sodium, 272.9 calories, 45 minutes prep time.",Cheesy Scalloped Potatoes,True,True,True,False,"{'calories_max': 728.0, 'sodium_max': 728.0}","{'calories': 272.9, 'sodium': 716.7, 'duration': 45.0}",[]
List a low-sodium recipe under 1110mg sodium.,"Chicken and Corn Chowder - 1010.1mg sodium, 258.2 calories, 30 minutes prep time.",Chicken and Corn Chowder,True,True,True,False,"{'calories_max': 1110.0, 'sodium_max': 1110.0}","{'calories': 258.2, 'sodium': 1010.1, 'duration': 30.0}",[]
Suggest a ingredients recipe under 123 calories.,"Gingerbread Cookies - 123.3 calories, 1.2g protein, ready in 60 minutes.",Gingerbread Cookies,True,False,True,False,{'calories_max': 123.0},"{'calories': 123.3, 'protein': 1.2, 'duration': 60.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Baked Chicken - 352.1 calories, 39.0g protein, 7.0g fat, 0.0g carbs.",Baked Chicken,True,False,True,False,{'balanced': True},"{'calories': 352.1, 'protein': 39.0, 'total_fat': 7.0, 'carbs': 0.0}",[]
Suggest a ingredients recipe under 16 calories.,"Broccoli and Cheddar Souffle - 16.7 calories, 0.4g protein, ready in 40 minutes.",Broccoli and Cheddar Souffle,False,False,True,True,{'calories_max': 16.0},"{'calories': 16.7, 'protein': 0.4, 'duration': 40.0}",[]
List a low-sodium recipe under 1509mg sodium.,"Spicy Chicken Salad - 1507.6mg sodium, 257.8 calories, 10 minutes prep time.",Spicy Chicken Salad,True,True,True,False,"{'calories_max': 1509.0, 'sodium_max': 1509.0}","{'calories': 257.8, 'sodium': 1507.6, 'duration': 10.0}",[]
Find a high-protein recipe with at least 18g protein.,"Chicken Fajita Nachos - 20.2g protein, 275.6 calories, 20.2g fat, 9.8g carbs.",Chicken Fajita Nachos,True,True,True,False,{'protein_min': 18.0},"{'calories': 275.6, 'protein': 20.2, 'total_fat': 20.2, 'carbs': 9.8}",[]
Recommend a quick recipe that takes less than 26 minutes.,"Spicy Thai Noodle Soup - Takes 20 minutes, 159.6 calories, serves 4.",Spicy Thai Noodle Soup,False,False,True,True,{'duration_max': 26.0},"{'calories': 159.6, 'duration': 20.0, 'serves': 4}",[]
Recommend a quick recipe that takes less than 80 minutes.,"Chicken Fajita Quesadillas - Takes 75 minutes, 253.0 calories, serves 4.",Chicken Fajita Quesadillas,True,True,True,False,{'duration_max': 80.0},"{'calories': 253.0, 'duration': 75.0, 'serves': 4}",[]
Find a high-protein recipe with at least 24g protein.,"Chicken Pot Pie - 27.6g protein, 444.3 calories, 27.3g fat, 19.2g carbs.",Chicken Pot Pie,True,True,True,False,{'protein_min': 24.0},"{'calories': 444.3, 'protein': 27.6, 'total_fat': 27.3, 'carbs': 19.2}",[]
Recommend a quick recipe that takes less than 35 minutes.,"Chicken and Broccoli Alfredo - Takes 25 minutes, 348.2 calories, serves 1.",Chicken and Broccoli Alfredo,True,True,True,False,{'duration_max': 35.0},"{'calories': 348.2, 'duration': 25.0, 'serves': 1}",[]
Suggest a balanced meal with moderate calories and good protein.,"Mexican Rice - 207.0 calories, 2.6g protein, 0.3g fat, 44.4g carbs.",Mexican Rice,True,True,True,False,{'balanced': True},"{'calories': 207.0, 'protein': 2.6, 'total_fat': 0.3, 'carbs': 44.4}",[]
List a low-sodium recipe under 445mg sodium.,"Raspberry Sauce - 425.2mg sodium, 90.5 calories, 5 minutes prep time.",Raspberry Sauce,True,True,True,False,"{'calories_max': 445.0, 'sodium_max': 445.0}","{'calories': 90.5, 'sodium': 425.2, 'duration': 5.0}",[]
Recommend a quick recipe that takes less than 27 minutes.,"Sausage and Pepper Grinders - Takes 25 minutes, 253.1 calories, serves 1.",Sausage and Pepper Grinders,False,False,True,True,{'duration_max': 27.0},"{'calories': 253.1, 'duration': 25.0, 'serves': 1}",[]
Recommend a quick recipe that takes less than 50 minutes.,"Easy Stuffed Peppers - Takes 40 minutes, 265.1 calories, serves 1.",Easy Stuffed Peppers,True,False,True,False,{'duration_max': 50.0},"{'calories': 265.1, 'duration': 40.0, 'serves': 1}",[]
Find a high-protein recipe with at least 7g protein.,"Egg Salad - 8.3g protein, 258.7 calories, 18.3g fat, 7.5g carbs.",Egg Salad,True,False,True,False,{'protein_min': 7.0},"{'calories': 258.7, 'protein': 8.3, 'total_fat': 18.3, 'carbs': 7.5}",[]
List a low-sodium recipe under 163mg sodium.,"Chicken Enchiladas - 128.4mg sodium, 267.1 calories, 30 minutes prep time.",Chicken Enchiladas,True,False,True,False,"{'calories_max': 163.0, 'sodium_max': 163.0}","{'calories': 267.1, 'sodium': 128.4, 'duration': 30.0}",[]
Find a high-protein recipe with at least 3g protein.,"Chocolate Peanut Butter Protein Bars - 4.4g protein, 142.6 calories, 2.8g fat, 23.6g carbs.",Chocolate Peanut Butter Protein Bars,True,True,True,False,{'protein_min': 3.0},"{'calories': 142.6, 'protein': 4.4, 'total_fat': 2.8, 'carbs': 23.6}",[]
List a low-sodium recipe under 196mg sodium.,"Savory Corn and Bacon Bread - 177.0mg sodium, 124.6 calories, 45 minutes prep time.",Savory Corn and Bacon Bread,True,False,True,False,"{'calories_max': 196.0, 'sodium_max': 196.0}","{'calories': 124.6, 'sodium': 177.0, 'duration': 45.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Chicken and Chorizo Paella - 367.0 calories, 27.8g protein, 10.3g fat, 47.6g carbs.",Chicken and Chorizo Paella,True,False,True,False,{'balanced': True},"{'calories': 367.0, 'protein': 27.8, 'total_fat': 10.3, 'carbs': 47.6}",[]
List a low-sodium recipe under 1821mg sodium.,"Cajun Red Rice - 1681.3mg sodium, 289.0 calories, 30 minutes prep time.",Cajun Red Rice,False,False,True,True,"{'calories_max': 1821.0, 'sodium_max': 1821.0}","{'calories': 289.0, 'sodium': 1681.3, 'duration': 30.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Cheddar Cheese and Bacon Frittata - 219.8 calories, 10.7g protein, 18.2g fat, 1.6g carbs.",Cheddar Cheese and Bacon Frittata,False,False,True,True,{'balanced': True},"{'calories': 219.8, 'protein': 10.7, 'total_fat': 18.2, 'carbs': 1.6}",[]
Recommend a quick recipe that takes less than 45 minutes.,"Chocolate Lava Cakes - Takes 40 minutes, 266.7 calories, serves 1.",Chocolate Lava Cakes,True,True,True,False,{'duration_max': 45.0},"{'calories': 266.7, 'duration': 40.0, 'serves': 1}",[]
Recommend a quick recipe that takes less than 37 minutes.,"Fried Cabbage - Takes 25 minutes, 106.4 calories, serves 4.",Fried Cabbage,True,True,True,False,{'duration_max': 37.0},"{'calories': 106.4, 'duration': 25.0, 'serves': 4}",[]
Find a high-protein recipe with at least 10g protein.,"Peanut Butter Chocolate Chip Cookies - 11.5g protein, 220.3 calories, 5.3g fat, 33.8g carbs.",Peanut Butter Chocolate Chip Cookies,True,False,True,False,{'protein_min': 10.0},"{'calories': 220.3, 'protein': 11.5, 'total_fat': 5.3, 'carbs': 33.8}",[]
Find a high-protein recipe with at least 5g protein.,"Easy Cheesy Chicken and Rice Casserole - 7.0g protein, 263.9 calories, 8.1g fat, 29.3g carbs.",Easy Cheesy Chicken and Rice Casserole,False,False,True,True,{'protein_min': 5.0},"{'calories': 263.9, 'protein': 7.0, 'total_fat': 8.1, 'carbs': 29.3}",[]
Find a high-protein recipe with at least 27g protein.,"Chocolate Chip Banana Bread - 31.2g protein, 258.7 calories, 9.0g fat, 40.6g carbs.",Chocolate Chip Banana Bread,True,True,True,False,{'protein_min': 27.0},"{'calories': 258.7, 'protein': 31.2, 'total_fat': 9.0, 'carbs': 40.6}",[]
Find a high-protein recipe with at least 5g protein.,"Cheddar Bacon Muffins - 6.8g protein, 252.9 calories, 18.1g fat, 14.1g carbs.",Cheddar Bacon Muffins,True,True,True,False,{'protein_min': 5.0},"{'calories': 252.9, 'protein': 6.8, 'total_fat': 18.1, 'carbs': 14.1}",[]
Suggest a balanced meal with moderate calories and good protein.,"Chicken And Bacon Casserole - 444.7 calories, 36.4g protein, 25.4g fat, 4.6g carbs.",Chicken And Bacon Casserole,True,True,True,False,{'balanced': True},"{'calories': 444.7, 'protein': 36.4, 'total_fat': 25.4, 'carbs': 4.6}",[]
Suggest a ingredients recipe around 1072 calories.,"Lemon Chicken With Basil - 1072.7 calories, 90.7g protein, ready in 55 minutes.",Lemon Chicken With Basil,True,False,True,False,"{'calories_min': 1022.0, 'calories_max': 1122.0}","{'calories': 1072.7, 'protein': 90.7, 'duration': 55.0}",['basil - 1072']
List a low-sodium recipe under 928mg sodium.,"Chocolate Chip Cookies - 828.7mg sodium, 113.8 calories, 45 minutes prep time.",Chocolate Chip Cookies,True,True,True,False,"{'calories_max': 928.0, 'sodium_max': 928.0}","{'calories': 113.8, 'sodium': 828.7, 'duration': 45.0}",[]
Suggest a ingredients recipe under 84 calories.,"Homemade Lemonade - 84.2 calories, 0.3g protein, ready in 10 minutes.",Homemade Lemonade,True,False,True,False,{'calories_max': 84.0},"{'calories': 84.2, 'protein': 0.3, 'duration': 10.0}",[]
Recommend a quick recipe that takes less than 35 minutes.,"Crispy Chicken Salad - Takes 30 minutes, 252.6 calories, serves 4.",Crispy Chicken Salad,True,True,True,False,{'duration_max': 35.0},"{'calories': 252.6, 'duration': 30.0, 'serves': 4}",[]
Recommend a quick recipe that takes less than 45 minutes.,"Fruit Dip - Takes 35 minutes, 84.4 calories, serves 6.",Fruit Dip,True,True,True,False,{'duration_max': 45.0},"{'calories': 84.4, 'duration': 35.0, 'serves': 6}",[]
Suggest a balanced meal with moderate calories and good protein.,"Bacon and Cheddar Muffins - 244.0 calories, 9.2g protein, 13.2g fat, 26.4g carbs.",Bacon and Cheddar Muffins,True,True,True,False,{'balanced': True},"{'calories': 244.0, 'protein': 9.2, 'total_fat': 13.2, 'carbs': 26.4}",[]
Suggest a balanced meal with moderate calories and good protein.,"Baked Zucchini With Parmesan - 89.8 calories, 1.7g protein, 3.3g fat, 10.3g carbs.",Baked Zucchini With Parmesan,True,False,True,False,{'balanced': True},"{'calories': 89.8, 'protein': 1.7, 'total_fat': 3.3, 'carbs': 10.3}",['parmesan - 89']
Recommend a quick recipe that takes less than 85 minutes.,"Dad's Slow Cooker Chicken Noodle Soup - Takes 75 minutes, 288.2 calories, serves 6.",Dad's Slow Cooker Chicken Noodle Soup,False,False,True,True,{'duration_max': 85.0},"{'calories': 288.2, 'duration': 75.0, 'serves': 6}",[]
Suggest a balanced meal with moderate calories and good protein.,"Gingerbread Cookies - 143.9 calories, 1.1g protein, 4.9g fat, 19.0g carbs.",Gingerbread Cookies,True,False,True,False,{'balanced': True},"{'calories': 143.9, 'protein': 1.1, 'total_fat': 4.9, 'carbs': 19.0}",[]
List a low-sodium recipe under 638mg sodium.,"Caramelized Pears - 608.7mg sodium, 124.1 calories, 30 minutes prep time.",Caramelized Pears,True,True,True,False,"{'calories_max': 638.0, 'sodium_max': 638.0}","{'calories': 124.1, 'sodium': 608.7, 'duration': 30.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Chicken and Spinach Bake - 252.0 calories, 16.3g protein, 16.8g fat, 2.0g carbs.",Chicken and Spinach Bake,True,True,True,False,{'balanced': True},"{'calories': 252.0, 'protein': 16.3, 'total_fat': 16.8, 'carbs': 2.0}",[]
Suggest a ingredients recipe under 380 calories.,"Chicken And Potato Casserole - 380.3 calories, 16.3g protein, ready in 65 minutes.",Chicken And Potato Casserole,True,False,True,False,{'calories_max': 380.0},"{'calories': 380.3, 'protein': 16.3, 'duration': 65.0}",[]
Recommend a high-fiber recipe with at least 1g fiber.,"Spiced Red Lentil Soup - 2.0g dietary fiber, 159.4 calories, 33.9g total carbs.",Spiced Red Lentil Soup,False,False,True,True,{'fiber_min': 1.0},"{'calories': 159.4, 'fiber': 2.0}",[]
Recommend a quick recipe that takes less than 65 minutes.,"Cranberry Almond Biscotti - Takes 60 minutes, 135.8 calories, serves 1.",Cranberry Almond Biscotti,True,False,True,False,{'duration_max': 65.0},"{'calories': 135.8, 'duration': 60.0, 'serves': 1}",[]
Find a high-protein recipe with at least 4g protein.,"Crispy Chicken Tenders - 5.5g protein, 266.0 calories, 10.0g fat, 12.7g carbs.",Crispy Chicken Tenders,True,True,True,False,{'protein_min': 4.0},"{'calories': 266.0, 'protein': 5.5, 'total_fat': 10.0, 'carbs': 12.7}",[]
Find a high-protein recipe with at least 33g protein.,"Bacon and Eggs - 34.4g protein, 417.8 calories, 31.4g fat, 1.1g carbs.",Bacon and Eggs,True,False,True,False,{'protein_min': 33.0},"{'calories': 417.8, 'protein': 34.4, 'total_fat': 31.4, 'carbs': 1.1}",[]
Recommend a quick recipe that takes less than 32 minutes.,"Mama's Chicken Pot Pie - Takes 32 minutes, 457.7 calories, serves 1.",Mama's Chicken Pot Pie,True,False,True,False,{'duration_max': 32.0},"{'calories': 457.7, 'duration': 32.0, 'serves': 1}",[]
Recommend a quick recipe that takes less than 27 minutes.,"Minty Lamb Chops - Takes 25 minutes, 257.4 calories, serves 4.",Minty Lamb Chops,True,False,True,False,{'duration_max': 27.0},"{'calories': 257.4, 'duration': 25.0, 'serves': 4}",[]
Suggest a balanced meal with moderate calories and good protein.,"Chicken Fajita Quesadillas - 325.8 calories, 22.3g protein, 12.9g fat, 38.1g carbs.",Chicken Fajita Quesadillas,True,True,True,False,{'balanced': True},"{'calories': 325.8, 'protein': 22.3, 'total_fat': 12.9, 'carbs': 38.1}",[]
Find a high-protein recipe with at least 3g protein.,"Peanut Butter & Banana Ice Cream - 4.6g protein, 177.2 calories, 2.2g fat, 22.6g carbs.",Peanut Butter & Banana Ice Cream,False,False,True,True,{'protein_min': 3.0},"{'calories': 177.2, 'protein': 4.6, 'total_fat': 2.2, 'carbs': 22.6}",[]
Suggest a ingredients recipe under 84 calories.,"Easy Cheesy Chicken - 84.7 calories, 6.2g protein, ready in 25 minutes.",Easy Cheesy Chicken,True,False,True,False,{'calories_max': 84.0},"{'calories': 84.7, 'protein': 6.2, 'duration': 25.0}",[]
List a low-sodium recipe under 728mg sodium.,"Cranberry-Orange Relish - 728.0mg sodium, 57.3 calories, 5 minutes prep time.",Cranberry,True,True,True,False,"{'calories_max': 728.0, 'sodium_max': 728.0}","{'calories': 57.3, 'sodium': 728.0, 'duration': 5.0}",[]
Recommend a quick recipe that takes less than 20 minutes.,"Peanut Butter and Jelly Sandwich - Takes 15 minutes, 212.3 calories, serves 1.",Peanut Butter and Jelly Sandwich,True,True,True,False,{'duration_max': 20.0},"{'calories': 212.3, 'duration': 15.0, 'serves': 1}",[]
Find a high-protein recipe with at least 28g protein.,"Sausage and Apple Stuffing - 33.8g protein, 334.1 calories, 13.8g fat, 34.4g carbs.",Sausage and Apple Stuffing,True,False,True,False,{'protein_min': 28.0},"{'calories': 334.1, 'protein': 33.8, 'total_fat': 13.8, 'carbs': 34.4}",[]
List a low-sodium recipe under 51mg sodium.,"Rhubarb Compote - 40.8mg sodium, 100.6 calories, 25 minutes prep time.",Rhubarb Compote,True,False,True,False,"{'calories_max': 51.0, 'sodium_max': 51.0}","{'calories': 100.6, 'sodium': 40.8, 'duration': 25.0}",[]
Recommend a quick recipe that takes less than 15 minutes.,"Crockpot Creamy Chicken and Rice - Takes 15 minutes, 280.7 calories, serves 4.",Crockpot Creamy Chicken and Rice,False,False,True,True,{'duration_max': 15.0},"{'calories': 280.7, 'duration': 15.0, 'serves': 4}",[]
Find a high-protein recipe with at least 13g protein.,"Chicken Salad with Bacon - 14.7g protein, 430.8 calories, 28.4g fat, 8.5g carbs.",Chicken Salad with Bacon,True,False,True,False,{'protein_min': 13.0},"{'calories': 430.8, 'protein': 14.7, 'total_fat': 28.4, 'carbs': 8.5}",['bacon - 14']
List a low-sodium recipe under 429mg sodium.,"Cinnamon Coffee Cake - 402.8mg sodium, 271.8 calories, 45 minutes prep time.",Cinnamon Coffee Cake,True,True,True,False,"{'calories_max': 429.0, 'sodium_max': 429.0}","{'calories': 271.8, 'sodium': 402.8, 'duration': 45.0}",[]
Suggest a ingredients recipe around 408 calories.,"Easy Peasy Potato Soup - 408.8 calories, 3.7g protein, ready in 40 minutes.",Easy Peasy Potato Soup,False,False,True,True,"{'calories_min': 358.0, 'calories_max': 458.0}","{'calories': 408.8, 'protein': 3.7, 'duration': 40.0}",[]
Suggest a ingredients recipe under 225 calories.,"Rhubarb-Strawberry Fool - 225.8 calories, 3.3g protein, ready in 15 minutes.",Rhubarb,True,True,True,False,{'calories_max': 225.0},"{'calories': 225.8, 'protein': 3.3, 'duration': 15.0}",[]
Recommend a quick recipe that takes less than 45 minutes.,"Fried Cabbage With Apples - Takes 35 minutes, 162.4 calories, serves 4.",Fried Cabbage With Apples,False,False,True,True,{'duration_max': 45.0},"{'calories': 162.4, 'duration': 35.0, 'serves': 4}",['apples - takes 35 minutes']
Recommend a quick recipe that takes less than 45 minutes.,"Spicy Shrimp and Mango Salad - Takes 35 minutes, 231.0 calories, serves 4.",Spicy Shrimp and Mango Salad,False,False,True,True,{'duration_max': 45.0},"{'calories': 231.0, 'duration': 35.0, 'serves': 4}",[]
Suggest a balanced meal with moderate calories and good protein.,"Fruit Salad With Poppy Seed Dressing - 158.4 calories, 1.1g protein, 6.8g fat, 25.0g carbs.",Fruit Salad With Poppy Seed Dressing,True,False,True,False,{'balanced': True},"{'calories': 158.4, 'protein': 1.1, 'total_fat': 6.8, 'carbs': 25.0}",['poppy seed dressing - 158']
Suggest a ingredients recipe under 182 calories.,"Peanut Butter Balls - 182.4 calories, 3.1g protein, ready in 30 minutes.",Peanut Butter Balls,True,False,True,False,{'calories_max': 182.0},"{'calories': 182.4, 'protein': 3.1, 'duration': 30.0}",[]
Recommend a high-fiber recipe with at least 6g fiber.,"Gingerbread Loaf - 7.9g dietary fiber, 334.7 calories, 62.1g total carbs.",Gingerbread Loaf,True,False,True,False,{'fiber_min': 6.0},"{'calories': 334.7, 'fiber': 7.9}",[]
List a low-sodium recipe under 268mg sodium.,"Lime Jello Cake - 261.6mg sodium, 244.1 calories, 45 minutes prep time.",Lime Jello Cake,False,False,True,True,"{'calories_max': 268.0, 'sodium_max': 268.0}","{'calories': 244.1, 'sodium': 261.6, 'duration': 45.0}",[]
Recommend a quick recipe that takes less than 25 minutes.,"Egg Salad - Takes 20 minutes, 235.1 calories, serves 1.",Egg Salad,True,True,True,False,{'duration_max': 25.0},"{'calories': 235.1, 'duration': 20.0, 'serves': 1}",[]
Recommend a quick recipe that takes less than 45 minutes.,"Cinnamon Sugar Pull-Apart Bread - Takes 35 minutes, 270.5 calories, serves 1.",Cinnamon Sugar Pull,True,True,True,False,{'duration_max': 45.0},"{'calories': 270.5, 'duration': 35.0, 'serves': 1}",[]
Recommend a quick recipe that takes less than 15 minutes.,"Broccoli and Cheddar Soup - Takes 10 minutes, 100.1 calories, serves 2.",Broccoli and Cheddar Soup,True,False,True,False,{'duration_max': 15.0},"{'calories': 100.1, 'duration': 10.0, 'serves': 2}",[]
Suggest a balanced meal with moderate calories and good protein.,"Chicken Sausage With Apples - 264.0 calories, 14.8g protein, 12.2g fat, 27.1g carbs.",Chicken Sausage With Apples,True,True,True,False,{'balanced': True},"{'calories': 264.0, 'protein': 14.8, 'total_fat': 12.2, 'carbs': 27.1}",['apples - 264']
Suggest a balanced meal with moderate calories and good protein.,"Cheddar Cheese Balls - 123.9 calories, 5.0g protein, 5.2g fat, 10.8g carbs.",Cheddar Cheese Balls,True,False,True,False,{'balanced': True},"{'calories': 123.9, 'protein': 5.0, 'total_fat': 5.2, 'carbs': 10.8}",[]
List a low-sodium recipe under 64mg sodium.,"Chopped Salad With Avocado and Bacon - 59.9mg sodium, 244.1 calories, 35 minutes prep time.",Chopped Salad With Avocado and Bacon,False,False,True,True,"{'calories_max': 64.0, 'sodium_max': 64.0}","{'calories': 244.1, 'sodium': 59.9, 'duration': 35.0}",['avocado']
Find a high-protein recipe with at least 12g protein.,"Chicken and Vegetable Casserole - 14.4g protein, 228.7 calories, 11.1g fat, 12.6g carbs.",Chicken and Vegetable Casserole,True,True,True,False,{'protein_min': 12.0},"{'calories': 228.7, 'protein': 14.4, 'total_fat': 11.1, 'carbs': 12.6}",[]
Recommend a quick recipe that takes less than 65 minutes.,"Chicken and Rice Casserole - Takes 60 minutes, 345.0 calories, serves 6.",Chicken and Rice Casserole,True,True,True,False,{'duration_max': 65.0},"{'calories': 345.0, 'duration': 60.0, 'serves': 6}",[]
List a low-sodium recipe under 906mg sodium.,"Mashed Potatoes - 900.4mg sodium, 265.4 calories, 45 minutes prep time.",Mashed Potatoes,True,False,True,False,"{'calories_max': 906.0, 'sodium_max': 906.0}","{'calories': 265.4, 'sodium': 900.4, 'duration': 45.0}",[]
Suggest a ingredients recipe around 405 calories.,"Peanut Butter Oatmeal Cookies - 405.4 calories, 5.8g protein, ready in 35 minutes.",Peanut Butter Oatmeal Cookies,True,False,True,False,"{'calories_min': 355.0, 'calories_max': 455.0}","{'calories': 405.4, 'protein': 5.8, 'duration': 35.0}",[]
Suggest a balanced meal with moderate calories and good protein.,"Veggie Frittata - 170.0 calories, 12.7g protein, 8.4g fat, 2.6g carbs.",Veggie Frittata,True,True,True,False,{'balanced': True},"{'calories': 170.0, 'protein': 12.7, 'total_fat': 8.4, 'carbs': 2.6}",[]
Find a high-protein recipe with at least 64g protein.,"Grilled Chicken & Fennel - 70.2g protein, 361.4 calories, 19.2g fat, 5.8g carbs.",Grilled Chicken & Fennel,False,False,True,True,{'protein_min': 64.0},"{'calories': 361.4, 'protein': 70.2, 'total_fat': 19.2, 'carbs': 5.8}",[]
Find a high-protein recipe with at least 18g protein.,"Easy Homemade Granola - 21.3g protein, 375.8 calories, 10.8g fat, 51.4g carbs.",Easy Homemade Granola,True,False,True,False,{'protein_min': 18.0},"{'calories': 375.8, 'protein': 21.3, 'total_fat': 10.8, 'carbs': 51.4}",[]
Suggest a balanced meal with moderate calories and good protein.,"Sweet Potato and Pecan Bake - 192.3 calories, 1.3g protein, 8.5g fat, 26.9g carbs.",Sweet Potato and Pecan Bake,False,False,True,True,{'balanced': True},"{'calories': 192.3, 'protein': 1.3, 'total_fat': 8.5, 'carbs': 26.9}",[]
Suggest a ingredients recipe under 261 calories.,"Eggnog Pound Cake - 261.2 calories, 2.5g protein, ready in 75 minutes.",Eggnog Pound Cake,True,False,True,False,{'calories_max': 261.0},"{'calories': 261.2, 'protein': 2.5, 'duration': 75.0}",[]
Find a high-protein recipe with at least 3g protein.,"Korean Beef and Noodles - 4.8g protein, 268.3 calories, 10.5g fat, 26.4g carbs.",Korean Beef and Noodles,True,True,True,False,{'protein_min': 3.0},"{'calories': 268.3, 'protein': 4.8, 'total_fat': 10.5, 'carbs': 26.4}",[]
Find a high-protein recipe with at least 6g protein.,"Easy Cinnamon Rolls - 8.2g protein, 276.8 calories, 15.8g fat, 28.3g carbs.",Easy Cinnamon Rolls,True,False,True,False,{'protein_min': 6.0},"{'calories': 276.8, 'protein': 8.2, 'total_fat': 15.8, 'carbs': 28.3}",[]
Suggest a ingredients recipe under 174 calories.,"Cucumber Salad With Dill - 174.2 calories, 1.3g protein, ready in 15 minutes.",Cucumber Salad With Dill,True,True,True,False,{'calories_max': 174.0},"{'calories': 174.2, 'protein': 1.3, 'duration': 15.0}",['dill - 174']
Suggest a ingredients recipe under 237 calories.,"Tuna Salad - 237.5 calories, 14.5g protein, ready in 10 minutes.",Tuna Salad,True,True,True,False,{'calories_max': 237.0},"{'calories': 237.5, 'protein': 14.5, 'duration': 10.0}",[]
Recommend a quick recipe that takes less than 60 minutes.,"Honey Mustard Chicken Salad - Takes 50 minutes, 270.3 calories, serves 4.",Honey Mustard Chicken Salad,True,True,True,False,{'duration_max': 60.0},"{'calories': 270.3, 'duration': 50.0, 'serves': 4}",[]
Suggest a ingredients recipe under 204 calories.,"Easy Lemonade - 204.7 calories, 0.3g protein, ready in 5 minutes.",Easy Lemonade,True,True,True,False,{'calories_max': 204.0},"{'calories': 204.7, 'protein': 0.3, 'duration': 5.0}",[]
List a low-sodium recipe under 251mg sodium.,"Cranberry Sauce - 203.0mg sodium, 65.2 calories, 35 minutes prep time.",Cranberry Sauce,True,True,True,False,"{'calories_max': 251.0, 'sodium_max': 251.0}","{'calories': 65.2, 'sodium': 203.0, 'duration': 35.0}",[]
